seconds,tamb,rh,ws,wd
60,0.95,87,2.048,327.8
60,0.891,87.3,1.864,322.9
60,0.892,87,2.016,334.3
60,1.271,85.7,2.002,337
60,1.13,85.5,1.821,329.2
60,1.073,86.2,1.624,324.3
60,0.939,87.1,1.459,328
60,0.945,88.1,1.738,318.3
60,0.767,88.8,1.71,321.4
60,0.618,89.5,1.756,318.4
60,0.573,90.1,1.926,320.8
60,0.581,90.4,2.158,318
60,0.585,90.4,1.673,321.3
60,0.581,90.3,1.648,314.3
60,0.716,90.1,1.258,325.4
60,0.618,90,1.258,321.7
60,0.69,90.2,1.434,316.2
60,0.815,90.4,1.334,319.5
60,0.526,90.7,1.565,328.5
60,0.528,91,1.726,327.3
60,0.54,91.3,0.711,109.6
60,0.624,91.5,0.795,165.7
60,0.694,91,0.541,284.9
60,0.719,90.1,1.542,321.8
60,0.798,90,1.235,329.8
60,0.73,89.5,1.648,331.4
60,0.858,88.4,1.54,313.6
60,0.993,88.1,1.846,322
60,1.211,86.7,1.401,322.3
60,1.3,87,1.405,316.5
60,1.132,87.9,1.681,319.4
60,0.944,87.6,1.664,323.6
60,1.037,88.2,1.973,327.8
60,0.889,89,1.779,313.1
60,0.905,87.7,1.449,307.8
60,1.026,87.6,1.645,311.7
60,0.764,89.1,1.743,297
60,0.898,88.3,0.644,222.5
60,1.151,85.8,0.196,310.7
60,1.359,84.9,0.096,66.06
60,1.39,84.7,0.028,199.3
60,1.497,83.4,0.536,197.5
